,Unnamed: 0,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
10977,,62203,2016-06-23 23:54:24,Germany,2215,GER1,Female,7.5,38,5.5,189,0.3,2016,6,132.29999999999998
10978,,62204,2016-06-24 00:23:12,United States,2213,US13,Female,7.5,38,5.5,189,0.3,2016,6,132.29999999999998
10979,,62205,2016-06-24 00:52:00,Canada,2180,CAN7,Male,9.5,42-43,9.0,139,0.0,2016,6,139.0
10980,,62206,2016-06-24 00:52:00,United States,2169,US14,Female,9.5,40,7.5,149,0.5,2016,6,74.5
10981,,62207,2016-06-24 01:06:24,Canada,2183,CAN2,Female,12.0,42-43,10.0,159,0.3,2016,6,111.3
10982,,62208,2016-06-24 01:06:24,United Kingdom,2195,UK3,Male,10.5,43-44,10.0,189,0.1,2016,6,170.1
10983,,62209,2016-06-24 02:04:00,United States,2175,US2,Female,7.0,37-38,5.0,129,0.0,2016,6,129.0
10984,,62210,2016-06-24 03:30:24,United States,2241,US15,Male,9.5,42-43,9.0,199,0.0,2016,6,199.0
10985,,62210,2016-06-24 03:30:24,United States,2180,US4,Male,10.0,43,9.5,189,0.0,2016,6,189.0
10986,,62211,2016-06-24 03:59:12,United Kingdom,2191,UK5,Male,9.0,42,8.5,129,0.1,2016,6,116.10000000000001
10987,,62211,2016-06-24 03:59:12,United Kingdom,2180,UK5,Male,9.0,42,8.5,189,0.0,2016,6,189.0
10988,,62212,2016-06-24 05:11:12,Germany,2208,GER2,Male,9.5,42-43,9.0,179,0.3,2016,6,125.3
10989,,62213,2016-06-24 05:54:24,United States,2192,US13,Male,11.5,44-45,11.0,159,0.3,2016,6,111.3
10990,,62214,2016-06-24 05:54:24,United States,2235,US15,Male,11.0,44,10.5,169,0.0,2016,6,169.0
10991,,62215,2016-06-24 10:28:00,United States,2237,US11,Male,9.5,42-43,9.0,199,0.2,2016,6,159.20000000000002
10992,,62216,2016-06-24 10:28:00,Germany,2156,GER1,Male,9.0,42,8.5,159,0.3,2016,6,111.3
10993,,62217,2016-06-24 12:08:48,Germany,2239,GER1,Female,8.0,38-39,6.0,199,0.0,2016,6,199.0
10994,,62218,2016-06-24 13:20:48,Germany,2178,GER2,Male,11.5,44-45,11.0,149,0.5,2016,6,74.5
10995,,62219,2016-06-24 13:20:48,Canada,2178,CAN7,Female,9.0,39-40,7.0,139,0.0,2016,6,139.0
10996,,62220,2016-06-24 15:59:12,Canada,2213,CAN7,Female,12.0,42-43,10.0,179,0.0,2016,6,179.0
10997,,62221,2016-06-24 15:59:12,United States,2170,US8,Female,7.5,38,5.5,179,0.0,2016,6,179.0
10998,,62222,2016-06-24 17:25:36,Germany,2185,GER2,Female,8.5,39,6.5,199,0.0,2016,6,199.0
10999,,62223,2016-06-24 17:40:00,United States,2181,US12,Male,8.5,41-42,8.0,179,0.5,2016,6,89.5
11000,,62224,2016-06-24 17:40:00,United States,2183,US14,Male,14.0,47,13.5,129,0.0,2016,6,129.0
11001,,62225,2016-06-24 17:40:00,Germany,2217,GER1,Male,10.5,43-44,10.0,139,0.0,2016,6,139.0
11002,,62225,2016-06-24 17:40:00,Germany,2214,GER1,Male,9.5,42-43,9.0,129,0.0,2016,6,129.0
11003,,62226,2016-06-24 21:16:00,Canada,2226,CAN3,Female,12.0,42-43,10.0,159,0.2,2016,6,127.2
11004,,62227,2016-06-24 21:44:48,United Kingdom,2157,UK1,Male,13.0,46,12.5,169,0.0,2016,6,169.0
11005,,62228,2016-06-24 22:42:24,United States,2161,US12,Female,8.0,38-39,6.0,159,0.2,2016,6,127.2
11006,,62229,2016-06-24 23:25:36,United States,2180,US5,Female,8.0,38-39,6.0,149,0.0,2016,6,149.0
11007,,62230,2016-06-24 23:54:24,Canada,2170,CAN2,Female,8.5,39,6.5,139,0.5,2016,6,69.5
11008,,62231,2016-06-25 00:23:12,United States,2219,US13,Female,7.5,38,5.5,189,0.5,2016,6,94.5
11009,,62232,2016-06-25 00:23:12,Germany,2154,GER2,Male,10.5,43-44,10.0,169,0.2,2016,6,135.20000000000002
11010,,62233,2016-06-25 01:06:24,United States,2227,US8,Male,10.5,43-44,10.0,139,0.5,2016,6,69.5
11011,,62234,2016-06-25 01:06:24,Germany,2240,GER3,Female,9.0,39-40,7.0,159,0.1,2016,6,143.1
11012,,62235,2016-06-25 03:30:24,United States,2163,US6,Male,11.0,44,10.5,159,0.0,2016,6,159.0
11013,,62236,2016-06-25 04:56:48,Canada,2223,CAN6,Female,6.5,37,4.5,149,0.2,2016,6,119.2
11014,,62237,2016-06-25 05:54:24,United States,2164,US15,Female,8.5,39,6.5,189,0.0,2016,6,189.0
11015,,62238,2016-06-25 09:59:12,United Kingdom,2210,UK1,Male,9.0,42,8.5,139,0.0,2016,6,139.0
11016,,62239,2016-06-25 10:28:00,United States,2198,US9,Female,7.5,38,5.5,199,0.0,2016,6,199.0
11017,,62239,2016-06-25 10:28:00,United States,2217,US1,Female,10.0,40-41,8.0,199,0.0,2016,6,199.0
11018,,62240,2016-06-25 11:25:36,United States,2157,US11,Female,7.0,37-38,5.0,129,0.0,2016,6,129.0
11019,,62241,2016-06-25 11:40:00,Germany,2234,GER2,Female,9.5,40,7.5,189,0.0,2016,6,189.0
11020,,62242,2016-06-25 12:08:48,Germany,2147,GER2,Male,7.0,40,6.5,129,0.0,2016,6,129.0
11021,,62243,2016-06-25 13:06:24,United States,2153,US12,Male,10.0,43,9.5,149,0.0,2016,6,149.0
11022,,62244,2016-06-25 13:20:48,United States,2192,US14,Male,10.5,43-44,10.0,169,0.0,2016,6,169.0
11023,,62245,2016-06-25 15:59:12,United States,2235,US8,Female,7.5,38,5.5,159,0.0,2016,6,159.0
11024,,62245,2016-06-25 15:59:12,United States,2242,US11,Male,10.0,43,9.5,179,0.0,2016,6,179.0
11025,,62246,2016-06-25 17:25:36,United States,2223,US13,Male,9.0,42,8.5,179,0.5,2016,6,89.5
11026,,62247,2016-06-25 17:40:00,United States,2218,US5,Female,8.5,39,6.5,139,0.1,2016,6,125.10000000000001
11027,,62248,2016-06-25 20:32:48,United States,2235,US10,Male,10.5,43-44,10.0,139,0.3,2016,6,97.3
11028,,62249,2016-06-25 21:16:00,Canada,2183,CAN2,Female,12.0,42-43,10.0,159,0.3,2016,6,111.3
11029,,62250,2016-06-25 21:30:24,United States,2152,US1,Male,9.5,42-43,9.0,139,0.0,2016,6,139.0
11030,,62251,2016-06-25 21:44:48,United Kingdom,2166,UK2,Male,9.0,42,8.5,189,0.5,2016,6,94.5
11031,,62252,2016-06-25 23:11:12,Germany,2205,GER3,Male,10.5,43-44,10.0,139,0.0,2016,6,139.0
11032,,62253,2016-06-26 00:08:48,United States,2236,US9,Male,9.5,42-43,9.0,149,0.5,2016,6,74.5
11033,,62254,2016-06-26 00:23:12,Germany,2223,GER1,Male,11.5,44-45,11.0,149,0.0,2016,6,149.0
11034,,62254,2016-06-26 00:23:12,Germany,2154,GER2,Male,10.5,43-44,10.0,169,0.2,2016,6,135.20000000000002
11035,,62255,2016-06-26 01:06:24,United States,2238,US15,Male,10.0,43,9.5,199,0.2,2016,6,159.20000000000002
11036,,62256,2016-06-26 03:30:24,Germany,2223,GER1,Female,9.5,40,7.5,169,0.2,2016,6,135.20000000000002
11037,,62257,2016-06-26 03:59:12,United Kingdom,2237,UK4,Female,9.0,39-40,7.0,199,0.0,2016,6,199.0
11038,,62258,2016-06-26 05:25:36,United States,2170,US12,Male,9.0,42,8.5,189,0.0,2016,6,189.0
11039,,62259,2016-06-26 05:54:24,United States,2219,US13,Male,9.0,42,8.5,149,0.3,2016,6,104.3
11040,,62260,2016-06-26 09:59:12,United Kingdom,2230,UK3,Male,8.0,41,7.5,129,0.5,2016,6,64.5
11041,,62261,2016-06-26 11:40:00,United States,2217,US5,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
11042,,62262,2016-06-26 12:52:00,United States,2222,US14,Female,4.5,35,2.5,169,0.0,2016,6,169.0
11043,,62263,2016-06-26 13:06:24,United States,2149,US12,Male,11.5,44-45,11.0,179,0.0,2016,6,179.0
11044,,62264,2016-06-26 13:20:48,Germany,2195,GER3,Male,9.0,42,8.5,199,0.0,2016,6,199.0
11045,,62264,2016-06-26 13:20:48,Germany,2149,GER2,Female,8.5,39,6.5,139,0.0,2016,6,139.0
11046,,62265,2016-06-26 16:28:00,Germany,2218,GER2,Male,11.5,44-45,11.0,189,0.0,2016,6,189.0
11047,,62266,2016-06-26 17:40:00,Canada,2237,CAN6,Female,9.0,39-40,7.0,189,0.5,2016,6,94.5
11048,,62267,2016-06-26 18:23:12,United Kingdom,2207,UK5,Female,9.0,39-40,7.0,199,0.2,2016,6,159.20000000000002
11049,,62268,2016-06-26 19:49:36,Germany,2158,GER2,Male,6.5,39,6.0,159,0.1,2016,6,143.1
11050,,62269,2016-06-26 20:32:48,United States,2184,US2,Male,9.0,42,8.5,159,0.0,2016,6,159.0
11051,,62270,2016-06-26 21:16:00,United States,2227,US8,Male,10.5,43-44,10.0,139,0.5,2016,6,69.5
11052,,62271,2016-06-26 21:30:24,United States,2199,US8,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
11053,,62272,2016-06-26 22:13:36,Canada,2184,CAN6,Male,9.5,42-43,9.0,189,0.0,2016,6,189.0
11054,,62273,2016-06-26 23:11:12,Germany,2208,GER1,Male,10.0,43,9.5,139,0.0,2016,6,139.0
11055,,62274,2016-06-26 23:25:36,Germany,2240,GER2,Male,9.0,42,8.5,169,0.0,2016,6,169.0
11056,,62275,2016-06-27 00:08:48,United States,2174,US13,Male,10.0,43,9.5,169,0.0,2016,6,169.0
11057,,62276,2016-06-27 01:49:36,Germany,2197,GER2,Male,9.5,42-43,9.0,169,0.0,2016,6,169.0
11058,,62277,2016-06-27 03:44:48,Germany,2242,GER2,Male,9.5,42-43,9.0,179,0.0,2016,6,179.0
11059,,62278,2016-06-27 03:59:12,United Kingdom,2201,UK1,Female,9.0,39-40,7.0,139,0.3,2016,6,97.3
11060,,62279,2016-06-27 09:59:12,United Kingdom,2157,UK1,Male,13.0,46,12.5,169,0.0,2016,6,169.0
11061,,62280,2016-06-27 09:59:12,United States,2223,US12,Male,9.0,42,8.5,199,0.0,2016,6,199.0
11062,,62280,2016-06-27 09:59:12,United States,2184,US12,Male,11.0,44,10.5,179,0.0,2016,6,179.0
11063,,62281,2016-06-27 11:40:00,Germany,2201,GER1,Female,10.5,41,8.5,169,0.0,2016,6,169.0
11064,,62282,2016-06-27 11:40:00,United States,2198,US11,Male,9.0,42,8.5,169,0.5,2016,6,84.5
11065,,62283,2016-06-27 11:40:00,United States,2163,US6,Male,11.0,44,10.5,159,0.0,2016,6,159.0
11066,,62284,2016-06-27 11:54:24,Canada,2179,CAN3,Female,9.0,39-40,7.0,139,0.0,2016,6,139.0
11067,,62285,2016-06-27 15:16:00,Germany,2195,GER1,Female,9.0,39-40,7.0,179,0.2,2016,6,143.20000000000002
11068,,62286,2016-06-27 15:16:00,Canada,2202,CAN7,Male,14.0,47,13.5,179,0.3,2016,6,125.3
11069,,62287,2016-06-27 18:23:12,United Kingdom,2210,UK1,Male,9.0,42,8.5,139,0.0,2016,6,139.0
11070,,62288,2016-06-27 19:49:36,Germany,2196,GER1,Male,11.5,44-45,11.0,129,0.0,2016,6,129.0
11071,,62289,2016-06-27 20:32:48,United States,2185,US15,Male,10.0,43,9.5,159,0.3,2016,6,111.3
11072,,62290,2016-06-27 21:30:24,United States,2220,US11,Female,9.0,39-40,7.0,159,0.0,2016,6,159.0
11073,,62291,2016-06-27 21:44:48,Germany,2212,GER1,Female,9.5,40,7.5,179,0.3,2016,6,125.3
11074,,62292,2016-06-27 21:59:12,United States,2194,US13,Female,9.0,39-40,7.0,179,0.0,2016,6,179.0
11075,,62293,2016-06-27 22:13:36,Canada,2173,CAN7,Male,9.0,42,8.5,129,0.3,2016,6,90.3
11076,,62294,2016-06-27 22:13:36,United States,2151,US15,Male,10.5,43-44,10.0,199,0.0,2016,6,199.0
11077,,62295,2016-06-27 22:13:36,Canada,2219,CAN7,Female,7.5,38,5.5,129,0.0,2016,6,129.0
11078,,62296,2016-06-27 23:11:12,Canada,2176,CAN6,Female,8.0,38-39,6.0,149,0.0,2016,6,149.0
11079,,62297,2016-06-28 00:23:12,Canada,2205,CAN3,Male,9.0,42,8.5,139,0.0,2016,6,139.0
11080,,62298,2016-06-28 01:49:36,United States,2152,US15,Female,8.0,38-39,6.0,189,0.0,2016,6,189.0
11081,,62299,2016-06-28 02:47:12,United Kingdom,2173,UK3,Male,7.0,40,6.5,179,0.5,2016,6,89.5
11082,,62300,2016-06-28 03:44:48,Germany,2172,GER2,Female,7.5,38,5.5,189,0.3,2016,6,132.29999999999998
11083,,62301,2016-06-28 09:01:36,Germany,2202,GER2,Female,8.0,38-39,6.0,199,0.1,2016,6,179.1
11084,,62302,2016-06-28 09:44:48,United States,2162,US12,Male,10.0,43,9.5,149,0.1,2016,6,134.1
11085,,62303,2016-06-28 11:40:00,United States,2174,US9,Male,10.0,43,9.5,159,0.3,2016,6,111.3
11086,,62304,2016-06-28 11:40:00,United States,2236,US9,Male,9.5,42-43,9.0,149,0.5,2016,6,74.5
11087,,62305,2016-06-28 11:54:24,United Kingdom,2184,UK2,Female,9.0,39-40,7.0,159,0.1,2016,6,143.1
11088,,62306,2016-06-28 15:16:00,United Kingdom,2213,UK3,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
11089,,62307,2016-06-28 15:16:00,Germany,2204,GER2,Female,7.0,37-38,5.0,179,0.3,2016,6,125.3
11090,,62308,2016-06-28 15:30:24,United States,2215,US8,Female,10.5,41,8.5,149,0.0,2016,6,149.0
11091,,62309,2016-06-28 15:59:12,Canada,2160,CAN6,Male,9.0,42,8.5,199,0.1,2016,6,179.1
11092,,62310,2016-06-28 18:23:12,United Kingdom,2230,UK3,Male,8.0,41,7.5,129,0.5,2016,6,64.5
11093,,62311,2016-06-28 19:49:36,Germany,2162,GER1,Male,11.0,44,10.5,189,0.2,2016,6,151.20000000000002
11094,,62312,2016-06-28 20:32:48,Canada,2162,CAN6,Male,10.0,43,9.5,129,0.1,2016,6,116.10000000000001
11095,,62313,2016-06-28 21:44:48,Germany,2234,GER2,Female,9.5,40,7.5,189,0.0,2016,6,189.0
11096,,62314,2016-06-28 21:59:12,United States,2235,US10,Male,10.5,43-44,10.0,139,0.3,2016,6,97.3
11097,,62314,2016-06-28 21:59:12,United States,2222,US1,Female,9.0,39-40,7.0,139,0.1,2016,6,125.10000000000001
11098,,62315,2016-06-28 22:13:36,Germany,2166,GER3,Female,7.5,38,5.5,199,0.0,2016,6,199.0
11099,,62316,2016-06-28 22:13:36,Canada,2220,CAN6,Female,7.5,38,5.5,199,0.1,2016,6,179.1
11100,,62316,2016-06-28 22:13:36,Canada,2170,CAN2,Female,8.5,39,6.5,139,0.5,2016,6,69.5
11101,,62317,2016-06-29 01:49:36,Germany,2169,GER1,Male,8.0,41,7.5,179,0.0,2016,6,179.0
11102,,62318,2016-06-29 01:49:36,United States,2218,US12,Male,10.5,43-44,10.0,179,0.1,2016,6,161.1
11103,,62319,2016-06-29 02:47:12,United Kingdom,2198,UK4,Male,9.0,42,8.5,149,0.5,2016,6,74.5
11104,,62320,2016-06-29 03:44:48,Germany,2199,GER2,Male,7.0,40,6.5,199,0.2,2016,6,159.20000000000002
11105,,62321,2016-06-29 06:08:48,Canada,2234,CAN1,Male,10.5,43-44,10.0,179,0.0,2016,6,179.0
11106,,62322,2016-06-29 08:04:00,Canada,2231,CAN1,Female,10.5,41,8.5,169,0.0,2016,6,169.0
11107,,62323,2016-06-29 09:01:36,Germany,2179,GER1,Male,9.5,42-43,9.0,199,0.0,2016,6,199.0
11108,,62324,2016-06-29 09:30:24,United States,2190,US12,Male,10.0,43,9.5,159,0.0,2016,6,159.0
11109,,62325,2016-06-29 09:44:48,United States,2212,US14,Female,8.5,39,6.5,149,0.0,2016,6,149.0
11110,,62326,2016-06-29 10:28:00,United States,2188,US1,Female,5.5,36,3.5,129,0.5,2016,6,64.5
11111,,62327,2016-06-29 11:40:00,United States,2174,US13,Male,10.0,43,9.5,169,0.0,2016,6,169.0
11112,,62328,2016-06-29 11:54:24,United Kingdom,2207,UK5,Female,9.0,39-40,7.0,199,0.2,2016,6,159.20000000000002
11113,,62329,2016-06-29 13:06:24,Germany,2212,GER1,Male,10.0,43,9.5,169,0.0,2016,6,169.0
11114,,62330,2016-06-29 15:16:00,Germany,2218,GER3,Female,9.0,39-40,7.0,149,0.0,2016,6,149.0
11115,,62331,2016-06-29 15:30:24,United States,2174,US15,Male,9.5,42-43,9.0,149,0.0,2016,6,149.0
11116,,62332,2016-06-29 15:44:48,Canada,2171,CAN5,Male,11.0,44,10.5,149,0.3,2016,6,104.3
11117,,62333,2016-06-29 16:42:24,Canada,2235,CAN3,Male,9.0,42,8.5,149,0.0,2016,6,149.0
11118,,62334,2016-06-29 18:08:48,Canada,2189,CAN6,Female,7.5,38,5.5,159,0.2,2016,6,127.2
11119,,62335,2016-06-29 20:32:48,Canada,2222,CAN6,Female,6.0,36-37,4.0,129,0.0,2016,6,129.0
11120,,62336,2016-06-29 21:59:12,United States,2184,US2,Male,9.0,42,8.5,159,0.0,2016,6,159.0
11121,,62337,2016-06-29 22:13:36,Canada,2182,CAN7,Male,11.0,44,10.5,199,0.0,2016,6,199.0
11122,,62338,2016-06-30 00:37:36,Canada,2231,CAN3,Male,10.5,43-44,10.0,129,0.0,2016,6,129.0
11123,,62339,2016-06-30 01:49:36,Germany,2222,GER1,Male,7.0,40,6.5,129,0.5,2016,6,64.5
11124,,62340,2016-06-30 03:30:24,United States,2233,US15,Female,8.0,38-39,6.0,159,0.0,2016,6,159.0
11125,,62341,2016-06-30 04:42:24,Germany,2196,GER2,Female,7.5,38,5.5,149,0.0,2016,6,149.0
11126,,62342,2016-06-30 05:54:24,United States,2184,US13,Male,9.0,42,8.5,199,0.0,2016,6,199.0
11127,,62343,2016-06-30 06:08:48,Germany,2169,GER2,Female,6.5,37,4.5,199,0.5,2016,6,99.5
11128,,62344,2016-06-30 08:04:00,United States,2232,US8,Male,8.5,41-42,8.0,199,0.0,2016,6,199.0
11129,,62345,2016-06-30 09:30:24,United States,2193,US3,Female,8.5,39,6.5,139,0.0,2016,6,139.0
11130,,62346,2016-06-30 09:44:48,United States,2192,US14,Female,8.5,39,6.5,169,0.0,2016,6,169.0
11131,,62347,2016-06-30 10:28:00,United States,2171,US15,Female,5.5,36,3.5,199,0.0,2016,6,199.0
11132,,62348,2016-06-30 10:42:24,United Kingdom,2153,UK3,Female,8.0,38-39,6.0,129,0.5,2016,6,64.5
11133,,62349,2016-06-30 11:11:12,Canada,2234,CAN2,Male,9.0,42,8.5,149,0.0,2016,6,149.0
11134,,62350,2016-06-30 11:54:24,United Kingdom,2210,UK1,Male,9.0,42,8.5,139,0.0,2016,6,139.0
11135,,62351,2016-06-30 12:08:48,United Kingdom,2193,UK2,Male,10.5,43-44,10.0,179,0.5,2016,6,89.5
11136,,62352,2016-06-30 12:08:48,United States,2179,US12,Male,11.0,44,10.5,129,0.0,2016,6,129.0
11137,,62353,2016-06-30 12:08:48,Germany,2241,GER2,Male,9.5,42-43,9.0,169,0.5,2016,6,84.5
11138,,62354,2016-06-30 13:06:24,Germany,2154,GER1,Male,9.0,42,8.5,169,0.0,2016,6,169.0
11139,,62355,2016-06-30 15:30:24,United States,2177,US12,Female,10.5,41,8.5,189,0.2,2016,6,151.20000000000002
11140,,62356,2016-06-30 15:44:48,Germany,2159,GER1,Male,9.5,42-43,9.0,179,0.3,2016,6,125.3
11141,,62357,2016-06-30 15:44:48,Canada,2230,CAN7,Male,9.5,42-43,9.0,179,0.3,2016,6,125.3
11142,,62358,2016-06-30 15:59:12,Canada,2218,CAN6,Male,11.0,44,10.5,149,0.0,2016,6,149.0
11143,,62359,2016-06-30 16:42:24,United States,2151,US13,Male,10.0,43,9.5,169,0.5,2016,6,84.5
11144,,62360,2016-06-30 16:42:24,Canada,2165,CAN7,Male,9.0,42,8.5,149,0.2,2016,6,119.2
11145,,62361,2016-06-30 19:20:48,Germany,2178,GER2,Male,11.5,44-45,11.0,149,0.5,2016,6,74.5
11146,,62362,2016-06-30 19:35:12,Germany,2229,GER2,Male,9.5,42-43,9.0,129,0.1,2016,6,116.10000000000001
11147,,62363,2016-06-30 20:32:48,Canada,2234,CAN6,Female,4.5,35,2.5,129,0.0,2016,6,129.0
11148,,62364,2016-07-01 00:23:12,Germany,2217,GER2,Male,8.5,41-42,8.0,169,0.5,2016,7,84.5
11149,,62365,2016-07-01 01:49:36,Germany,2157,GER1,Male,9.5,42-43,9.0,129,0.2,2016,7,103.2
11150,,62366,2016-07-01 03:30:24,Germany,2169,GER3,Male,9.5,42-43,9.0,169,0.0,2016,7,169.0
11151,,62367,2016-07-01 04:42:24,Germany,2211,GER2,Male,8.5,41-42,8.0,199,0.2,2016,7,159.20000000000002
11152,,62368,2016-07-01 05:11:12,United Kingdom,2235,UK5,Male,10.5,43-44,10.0,169,0.5,2016,7,84.5
11153,,62369,2016-07-01 05:54:24,United States,2154,US13,Male,9.5,42-43,9.0,159,0.0,2016,7,159.0
11154,,62370,2016-07-01 06:08:48,Germany,2195,GER1,Female,6.5,37,4.5,189,0.0,2016,7,189.0
11155,,62371,2016-07-01 06:37:36,Germany,2192,GER3,Female,9.5,40,7.5,179,0.0,2016,7,179.0
11156,,62372,2016-07-01 08:04:00,Canada,2226,CAN1,Female,10.5,41,8.5,129,0.0,2016,7,129.0
11157,,62373,2016-07-01 09:01:36,United Kingdom,2173,UK3,Male,7.0,40,6.5,179,0.5,2016,7,89.5
11158,,62374,2016-07-01 10:28:00,United Kingdom,2240,UK3,Female,5.5,36,3.5,189,0.1,2016,7,170.1
11159,,62375,2016-07-01 10:42:24,Germany,2158,GER2,Male,6.5,39,6.0,159,0.1,2016,7,143.1
11160,,62376,2016-07-01 10:56:48,Canada,2233,CAN6,Female,9.0,39-40,7.0,159,0.0,2016,7,159.0
11161,,62377,2016-07-01 12:08:48,Germany,2226,GER1,Male,10.0,43,9.5,139,0.5,2016,7,69.5
11162,,62378,2016-07-01 12:08:48,United Kingdom,2224,UK5,Female,7.5,38,5.5,199,0.2,2016,7,159.20000000000002
11163,,62378,2016-07-01 12:08:48,United Kingdom,2190,UK3,Female,8.5,39,6.5,139,0.0,2016,7,139.0
11164,,62378,2016-07-01 12:08:48,United Kingdom,2234,UK5,Male,10.5,43-44,10.0,129,0.0,2016,7,129.0
11165,,62379,2016-07-01 13:06:24,Germany,2183,GER1,Female,8.0,38-39,6.0,139,0.0,2016,7,139.0
11166,,62380,2016-07-01 15:44:48,Germany,2173,GER2,Male,12.0,45,11.5,169,0.0,2016,7,169.0
11167,,62381,2016-07-01 16:42:24,United States,2214,US13,Female,6.5,37,4.5,169,0.0,2016,7,169.0
11168,,62382,2016-07-01 18:23:12,United States,2220,US12,Female,8.5,39,6.5,179,0.0,2016,7,179.0
11169,,62383,2016-07-02 00:23:12,Germany,2217,GER2,Male,8.5,41-42,8.0,169,0.5,2016,7,84.5
11170,,62384,2016-07-02 00:37:36,Canada,2205,CAN3,Male,9.0,42,8.5,139,0.0,2016,7,139.0
11171,,62385,2016-07-02 01:49:36,United States,2158,US13,Female,8.0,38-39,6.0,139,0.0,2016,7,139.0
11172,,62386,2016-07-02 03:30:24,Germany,2197,GER2,Male,9.5,42-43,9.0,169,0.0,2016,7,169.0
11173,,62387,2016-07-02 04:13:36,United States,2214,US13,Female,8.5,39,6.5,159,0.3,2016,7,111.3
11174,,62388,2016-07-02 04:13:36,Germany,2213,GER1,Female,8.5,39,6.5,129,0.3,2016,7,90.3
11175,,62389,2016-07-02 05:11:12,United Kingdom,2212,UK5,Male,8.5,41-42,8.0,199,0.3,2016,7,139.29999999999998
11176,,62390,2016-07-02 05:54:24,United States,2192,US13,Male,11.5,44-45,11.0,159,0.3,2016,7,111.3
11177,,62391,2016-07-02 06:08:48,United States,2238,US12,Female,9.0,39-40,7.0,199,0.0,2016,7,199.0
11178,,62392,2016-07-02 06:37:36,United States,2214,US12,Male,8.0,41,7.5,179,0.0,2016,7,179.0
11179,,62393,2016-07-02 09:01:36,United Kingdom,2198,UK4,Male,9.0,42,8.5,149,0.5,2016,7,74.5
11180,,62394,2016-07-02 09:01:36,Canada,2207,CAN3,Male,11.0,44,10.5,189,0.0,2016,7,189.0
11181,,62395,2016-07-02 09:01:36,Germany,2233,GER3,Female,7.5,38,5.5,139,0.3,2016,7,97.3
11182,,62396,2016-07-02 10:42:24,Germany,2196,GER1,Male,11.5,44-45,11.0,129,0.0,2016,7,129.0
11183,,62397,2016-07-02 10:56:48,Canada,2180,CAN6,Female,9.0,39-40,7.0,139,0.3,2016,7,97.3
11184,,62398,2016-07-02 12:08:48,Germany,2177,GER2,Male,7.5,40-41,7.0,169,0.0,2016,7,169.0
11185,,62399,2016-07-02 12:08:48,United Kingdom,2238,UK1,Female,7.5,38,5.5,199,0.0,2016,7,199.0
11186,,62399,2016-07-02 12:08:48,United Kingdom,2167,UK4,Female,8.5,39,6.5,169,0.2,2016,7,135.20000000000002
11187,,62399,2016-07-02 12:08:48,United Kingdom,2232,UK3,Male,9.5,42-43,9.0,169,0.0,2016,7,169.0
11188,,62400,2016-07-02 13:35:12,United States,2210,US12,Female,5.5,36,3.5,129,0.5,2016,7,64.5
11189,,62401,2016-07-02 21:30:24,Germany,2239,GER1,Female,7.5,38,5.5,169,0.0,2016,7,169.0
11190,,62402,2016-07-02 22:13:36,United States,2157,US12,Male,9.0,42,8.5,139,0.3,2016,7,97.3
11191,,62403,2016-07-02 23:40:00,Germany,2180,GER2,Female,7.5,38,5.5,129,0.2,2016,7,103.2
11192,,62404,2016-07-03 00:08:48,United States,2193,US13,Female,7.5,38,5.5,169,0.1,2016,7,152.1
11193,,62405,2016-07-03 00:23:12,Germany,2190,GER2,Male,10.0,43,9.5,189,0.0,2016,7,189.0
11194,,62405,2016-07-03 00:23:12,Germany,2227,GER2,Male,10.5,43-44,10.0,129,0.0,2016,7,129.0
11195,,62406,2016-07-03 02:32:48,United States,2232,US15,Male,8.0,41,7.5,149,0.1,2016,7,134.1
11196,,62407,2016-07-03 02:32:48,Canada,2173,CAN1,Female,12.0,42-43,10.0,189,0.0,2016,7,189.0
11197,,62408,2016-07-03 02:32:48,United States,2181,US15,Male,11.5,44-45,11.0,189,0.2,2016,7,151.20000000000002
11198,,62409,2016-07-03 04:13:36,United States,2206,US13,Female,8.5,39,6.5,179,0.5,2016,7,89.5
11199,,62410,2016-07-03 05:11:12,United Kingdom,2173,UK3,Male,7.0,40,6.5,179,0.5,2016,7,89.5
11200,,62411,2016-07-03 06:37:36,United States,2192,US13,Male,8.5,41-42,8.0,159,0.0,2016,7,159.0
11201,,62412,2016-07-03 07:06:24,Germany,2208,GER1,Male,9.5,42-43,9.0,179,0.0,2016,7,179.0
11202,,62413,2016-07-03 09:01:36,Germany,2233,GER3,Female,7.5,38,5.5,139,0.3,2016,7,97.3
11203,,62414,2016-07-03 09:01:36,Canada,2234,CAN6,Male,10.5,43-44,10.0,169,0.0,2016,7,169.0
11204,,62415,2016-07-03 09:44:48,United States,2155,US14,Male,9.5,42-43,9.0,159,0.0,2016,7,159.0
11205,,62416,2016-07-03 10:42:24,Germany,2188,GER1,Male,11.5,44-45,11.0,179,0.0,2016,7,179.0
11206,,62417,2016-07-03 12:08:48,United States,2170,US8,Female,7.5,38,5.5,179,0.0,2016,7,179.0
11207,,62417,2016-07-03 12:08:48,United States,2231,US15,Female,8.0,38-39,6.0,139,0.0,2016,7,139.0
